simulationId,setId,timeToCreate,actionId,typeOfAction,recordType,recordId,associationType,associationTypeId,associatedRecordId,payload,details
{{simulationId}},14,810,400,update_ticket,ticket,ticket_{{simulationId}}_14,,,,"{""properties"":{""hs_pipeline_stage"":""2""}}",Ticket stage → in progress
{{simulationId}},16,810,300,update_deal,deal,deal_{{simulationId}}_16,,,,"{""properties"":{""dealstage"":""qualifiedtobuy""}}",Deal stage → qualifiedtobuy
{{simulationId}},16,815,500,create_note,note,note_{{simulationId}}_16_1,note_to_contact,{{assocId.note_contact}},contact_{{simulationId}}_16,"{""properties"":{""hs_note_body"":""Qualification call summarizing current process, key pain points, and success criteria."",""hs_timestamp"":""{{run_at_iso}}""}}","Qualification call summarizing current process, key pain points, and success criteria."
{{simulationId}},17,825,300,create_deal,deal,deal_{{simulationId}}_17,deal_to_contact|deal_to_company,{{assocId.deal_contact}}|{{assocId.deal_company}},contact_{{simulationId}}_17|company_{{simulationId}}_17,"{""properties"":{""dealname"":"""",""pipeline"":"""",""dealstage"":""appointmentscheduled"",""amount"":"""",""closedate"":"""",""dealtype"":""""}}","Create deal (Deal Create Payload) + associate to contact,company"
{{simulationId}},15,845,400,create_ticket,ticket,ticket_{{simulationId}}_15,ticket_to_contact|ticket_to_company,{{assocId.ticket_contact}}|{{assocId.ticket_company}},contact_{{simulationId}}_15|company_{{simulationId}}_15,"{""properties"":{""subject"":"""",""hs_pipeline"":"""",""hs_pipeline_stage"":""1"",""hs_ticket_priority"":"""",""content"":""""}}","Create ticket (Ticket Create Payload) + associate to contact,company"
{{simulationId}},8,850,400,update_ticket,ticket,ticket_{{simulationId}}_8,,,,"{""properties"":{""hs_pipeline_stage"":""4""}}",Close ticket [path=won]
{{simulationId}},10,850,300,update_deal,deal,deal_{{simulationId}}_10,,,,"{""properties"":{""dealstage"":""closedwon"",""closedate"":""{{run_at_iso}}""}}",Close deal → closedwon (set closedate) [path=won]
{{simulationId}},10,850,300,update_deal,deal,deal_{{simulationId}}_10,,,,"{""properties"":{""dealstage"":""closedlost"",""closedate"":""{{run_at_iso}}""}}",Close deal → closedlost (set closedate) [path=lost]
{{simulationId}},12,850,300,update_deal,deal,deal_{{simulationId}}_12,,,,"{""properties"":{""dealstage"":""contractsent""}}",Deal stage → contractsent
{{simulationId}},14,850,300,update_deal,deal,deal_{{simulationId}}_14,,,,"{""properties"":{""dealstage"":""decisionmakerboughtin""}}",Deal stage → decisionmakerboughtin
{{simulationId}},16,850,300,update_deal,deal,deal_{{simulationId}}_16,,,,"{""properties"":{""dealstage"":""presentationscheduled""}}",Deal stage → presentationscheduled
{{simulationId}},6,855,500,create_note,note,note_{{simulationId}}_6_5,note_to_contact,{{assocId.note_contact}},contact_{{simulationId}}_6,"{""properties"":{""hs_note_body"":""30\u2011day check\u2011in after a won deal, confirming adoption and outlining a potential expansion. [path=won]"",""hs_timestamp"":""{{run_at_iso}}""}}","30‑day check‑in after a won deal, confirming adoption and outlining a potential expansion. [path=won]"
{{simulationId}},8,855,500,create_note,note,note_{{simulationId}}_8_4,note_to_contact,{{assocId.note_contact}},contact_{{simulationId}}_8,"{""properties"":{""hs_note_body"":""Post\u2011sale follow\u2011up after a won deal, confirming implementation status and next steps. [path=won]"",""hs_timestamp"":""{{run_at_iso}}""}}","Post‑sale follow‑up after a won deal, confirming implementation status and next steps. [path=won]"
{{simulationId}},12,855,500,create_note,note,note_{{simulationId}}_12_3,note_to_contact,{{assocId.note_contact}},contact_{{simulationId}}_12,"{""properties"":{""hs_note_body"":""Negotiation discussion covering pricing, risks, and next steps to send the contract."",""hs_timestamp"":""{{run_at_iso}}""}}","Negotiation discussion covering pricing, risks, and next steps to send the contract."
{{simulationId}},16,855,500,create_note,note,note_{{simulationId}}_16_2,note_to_contact,{{assocId.note_contact}},contact_{{simulationId}}_16,"{""properties"":{""hs_note_body"":""Presentation recap noting strong interest, open questions, and a request for a proposal."",""hs_timestamp"":""{{run_at_iso}}""}}","Presentation recap noting strong interest, open questions, and a request for a proposal."
{{simulationId}},18,855,200,create_company,company,company_{{simulationId}}_18,,,,"{""properties"":{""name"":"""",""domain"":"""",""phone"":"""",""city"":"""",""state"":"""",""zip"":"""",""country"":"""",""website"":"""",""industry"":"""",""lifecyclestage"":""""}}",Create company (Company Create Payload)
{{simulationId}},18,855,100,create_contact,contact,contact_{{simulationId}}_18,,,,"{""properties"":{""email"":"""",""firstname"":"""",""lastname"":"""",""phone"":"""",""company"":"""",""website"":"""",""lifecyclestage"":"""",""jobtitle"":""""}}",Create contact (Contact Create Payload)
{{simulationId}},15,860,400,update_ticket,ticket,ticket_{{simulationId}}_15,,,,"{""properties"":{""hs_pipeline_stage"":""2""}}",Ticket stage → in progress
{{simulationId}},17,860,300,update_deal,deal,deal_{{simulationId}}_17,,,,"{""properties"":{""dealstage"":""qualifiedtobuy""}}",Deal stage → qualifiedtobuy
{{simulationId}},17,865,500,create_note,note,note_{{simulationId}}_17_1,note_to_contact,{{assocId.note_contact}},contact_{{simulationId}}_17,"{""properties"":{""hs_note_body"":""Qualification call summarizing current process, key pain points, and success criteria."",""hs_timestamp"":""{{run_at_iso}}""}}","Qualification call summarizing current process, key pain points, and success criteria."
{{simulationId}},18,875,300,create_deal,deal,deal_{{simulationId}}_18,deal_to_contact|deal_to_company,{{assocId.deal_contact}}|{{assocId.deal_company}},contact_{{simulationId}}_18|company_{{simulationId}}_18,"{""properties"":{""dealname"":"""",""pipeline"":"""",""dealstage"":""appointmentscheduled"",""amount"":"""",""closedate"":"""",""dealtype"":""""}}","Create deal (Deal Create Payload) + associate to contact,company"
{{simulationId}},16,895,400,create_ticket,ticket,ticket_{{simulationId}}_16,ticket_to_contact|ticket_to_company,{{assocId.ticket_contact}}|{{assocId.ticket_company}},contact_{{simulationId}}_16|company_{{simulationId}}_16,"{""properties"":{""subject"":"""",""hs_pipeline"":"""",""hs_pipeline_stage"":""1"",""hs_ticket_priority"":"""",""content"":""""}}","Create ticket (Ticket Create Payload) + associate to contact,company"
{{simulationId}},9,900,400,update_ticket,ticket,ticket_{{simulationId}}_9,,,,"{""properties"":{""hs_pipeline_stage"":""4""}}",Close ticket [path=won]
{{simulationId}},11,900,300,update_deal,deal,deal_{{simulationId}}_11,,,,"{""properties"":{""dealstage"":""closedwon"",""closedate"":""{{run_at_iso}}""}}",Close deal → closedwon (set closedate) [path=won]
{{simulationId}},11,900,300,update_deal,deal,deal_{{simulationId}}_11,,,,"{""properties"":{""dealstage"":""closedlost"",""closedate"":""{{run_at_iso}}""}}",Close deal → closedlost (set closedate) [path=lost]
{{simulationId}},13,900,300,update_deal,deal,deal_{{simulationId}}_13,,,,"{""properties"":{""dealstage"":""contractsent""}}",Deal stage → contractsent
{{simulationId}},15,900,300,update_deal,deal,deal_{{simulationId}}_15,,,,"{""properties"":{""dealstage"":""decisionmakerboughtin""}}",Deal stage → decisionmakerboughtin
{{simulationId}},17,900,300,update_deal,deal,deal_{{simulationId}}_17,,,,"{""properties"":{""dealstage"":""presentationscheduled""}}",Deal stage → presentationscheduled
{{simulationId}},7,905,500,create_note,note,note_{{simulationId}}_7_5,note_to_contact,{{assocId.note_contact}},contact_{{simulationId}}_7,"{""properties"":{""hs_note_body"":""30\u2011day check\u2011in after a won deal, confirming adoption and outlining a potential expansion. [path=won]"",""hs_timestamp"":""{{run_at_iso}}""}}","30‑day check‑in after a won deal, confirming adoption and outlining a potential expansion. [path=won]"
{{simulationId}},9,905,500,create_note,note,note_{{simulationId}}_9_4,note_to_contact,{{assocId.note_contact}},contact_{{simulationId}}_9,"{""properties"":{""hs_note_body"":""Post\u2011sale follow\u2011up after a won deal, confirming implementation status and next steps. [path=won]"",""hs_timestamp"":""{{run_at_iso}}""}}","Post‑sale follow‑up after a won deal, confirming implementation status and next steps. [path=won]"
{{simulationId}},13,905,500,create_note,note,note_{{simulationId}}_13_3,note_to_contact,{{assocId.note_contact}},contact_{{simulationId}}_13,"{""properties"":{""hs_note_body"":""Negotiation discussion covering pricing, risks, and next steps to send the contract."",""hs_timestamp"":""{{run_at_iso}}""}}","Negotiation discussion covering pricing, risks, and next steps to send the contract."
{{simulationId}},17,905,500,create_note,note,note_{{simulationId}}_17_2,note_to_contact,{{assocId.note_contact}},contact_{{simulationId}}_17,"{""properties"":{""hs_note_body"":""Presentation recap noting strong interest, open questions, and a request for a proposal."",""hs_timestamp"":""{{run_at_iso}}""}}","Presentation recap noting strong interest, open questions, and a request for a proposal."
{{simulationId}},19,905,200,create_company,company,company_{{simulationId}}_19,,,,"{""properties"":{""name"":"""",""domain"":"""",""phone"":"""",""city"":"""",""state"":"""",""zip"":"""",""country"":"""",""website"":"""",""industry"":"""",""lifecyclestage"":""""}}",Create company (Company Create Payload)
{{simulationId}},19,905,100,create_contact,contact,contact_{{simulationId}}_19,,,,"{""properties"":{""email"":"""",""firstname"":"""",""lastname"":"""",""phone"":"""",""company"":"""",""website"":"""",""lifecyclestage"":"""",""jobtitle"":""""}}",Create contact (Contact Create Payload)
{{simulationId}},16,910,400,update_ticket,ticket,ticket_{{simulationId}}_16,,,,"{""properties"":{""hs_pipeline_stage"":""2""}}",Ticket stage → in progress
{{simulationId}},18,910,300,update_deal,deal,deal_{{simulationId}}_18,,,,"{""properties"":{""dealstage"":""qualifiedtobuy""}}",Deal stage → qualifiedtobuy
{{simulationId}},18,915,500,create_note,note,note_{{simulationId}}_18_1,note_to_contact,{{assocId.note_contact}},contact_{{simulationId}}_18,"{""properties"":{""hs_note_body"":""Qualification call summarizing current process, key pain points, and success criteria."",""hs_timestamp"":""{{run_at_iso}}""}}","Qualification call summarizing current process, key pain points, and success criteria."
{{simulationId}},19,925,300,create_deal,deal,deal_{{simulationId}}_19,deal_to_contact|deal_to_company,{{assocId.deal_contact}}|{{assocId.deal_company}},contact_{{simulationId}}_19|company_{{simulationId}}_19,"{""properties"":{""dealname"":"""",""pipeline"":"""",""dealstage"":""appointmentscheduled"",""amount"":"""",""closedate"":"""",""dealtype"":""""}}","Create deal (Deal Create Payload) + associate to contact,company"
{{simulationId}},17,945,400,create_ticket,ticket,ticket_{{simulationId}}_17,ticket_to_contact|ticket_to_company,{{assocId.ticket_contact}}|{{assocId.ticket_company}},contact_{{simulationId}}_17|company_{{simulationId}}_17,"{""properties"":{""subject"":"""",""hs_pipeline"":"""",""hs_pipeline_stage"":""1"",""hs_ticket_priority"":"""",""content"":""""}}","Create ticket (Ticket Create Payload) + associate to contact,company"
{{simulationId}},10,950,400,update_ticket,ticket,ticket_{{simulationId}}_10,,,,"{""properties"":{""hs_pipeline_stage"":""4""}}",Close ticket [path=won]
{{simulationId}},12,950,300,update_deal,deal,deal_{{simulationId}}_12,,,,"{""properties"":{""dealstage"":""closedwon"",""closedate"":""{{run_at_iso}}""}}",Close deal → closedwon (set closedate) [path=won]
{{simulationId}},12,950,300,update_deal,deal,deal_{{simulationId}}_12,,,,"{""properties"":{""dealstage"":""closedlost"",""closedate"":""{{run_at_iso}}""}}",Close deal → closedlost (set closedate) [path=lost]
{{simulationId}},14,950,300,update_deal,deal,deal_{{simulationId}}_14,,,,"{""properties"":{""dealstage"":""contractsent""}}",Deal stage → contractsent
{{simulationId}},16,950,300,update_deal,deal,deal_{{simulationId}}_16,,,,"{""properties"":{""dealstage"":""decisionmakerboughtin""}}",Deal stage → decisionmakerboughtin
{{simulationId}},18,950,300,update_deal,deal,deal_{{simulationId}}_18,,,,"{""properties"":{""dealstage"":""presentationscheduled""}}",Deal stage → presentationscheduled
{{simulationId}},8,955,500,create_note,note,note_{{simulationId}}_8_5,note_to_contact,{{assocId.note_contact}},contact_{{simulationId}}_8,"{""properties"":{""hs_note_body"":""30\u2011day check\u2011in after a won deal, confirming adoption and outlining a potential expansion. [path=won]"",""hs_timestamp"":""{{run_at_iso}}""}}","30‑day check‑in after a won deal, confirming adoption and outlining a potential expansion. [path=won]"
{{simulationId}},10,955,500,create_note,note,note_{{simulationId}}_10_4,note_to_contact,{{assocId.note_contact}},contact_{{simulationId}}_10,"{""properties"":{""hs_note_body"":""Post\u2011sale follow\u2011up after a won deal, confirming implementation status and next steps. [path=won]"",""hs_timestamp"":""{{run_at_iso}}""}}","Post‑sale follow‑up after a won deal, confirming implementation status and next steps. [path=won]"
{{simulationId}},14,955,500,create_note,note,note_{{simulationId}}_14_3,note_to_contact,{{assocId.note_contact}},contact_{{simulationId}}_14,"{""properties"":{""hs_note_body"":""Negotiation discussion covering pricing, risks, and next steps to send the contract."",""hs_timestamp"":""{{run_at_iso}}""}}","Negotiation discussion covering pricing, risks, and next steps to send the contract."
{{simulationId}},18,955,500,create_note,note,note_{{simulationId}}_18_2,note_to_contact,{{assocId.note_contact}},contact_{{simulationId}}_18,"{""properties"":{""hs_note_body"":""Presentation recap noting strong interest, open questions, and a request for a proposal."",""hs_timestamp"":""{{run_at_iso}}""}}","Presentation recap noting strong interest, open questions, and a request for a proposal."
{{simulationId}},20,955,200,create_company,company,company_{{simulationId}}_20,,,,"{""properties"":{""name"":"""",""domain"":"""",""phone"":"""",""city"":"""",""state"":"""",""zip"":"""",""country"":"""",""website"":"""",""industry"":"""",""lifecyclestage"":""""}}",Create company (Company Create Payload)
{{simulationId}},20,955,100,create_contact,contact,contact_{{simulationId}}_20,,,,"{""properties"":{""email"":"""",""firstname"":"""",""lastname"":"""",""phone"":"""",""company"":"""",""website"":"""",""lifecyclestage"":"""",""jobtitle"":""""}}",Create contact (Contact Create Payload)
{{simulationId}},17,960,400,update_ticket,ticket,ticket_{{simulationId}}_17,,,,"{""properties"":{""hs_pipeline_stage"":""2""}}",Ticket stage → in progress
{{simulationId}},19,960,300,update_deal,deal,deal_{{simulationId}}_19,,,,"{""properties"":{""dealstage"":""qualifiedtobuy""}}",Deal stage → qualifiedtobuy
{{simulationId}},19,965,500,create_note,note,note_{{simulationId}}_19_1,note_to_contact,{{assocId.note_contact}},contact_{{simulationId}}_19,"{""properties"":{""hs_note_body"":""Qualification call summarizing current process, key pain points, and success criteria."",""hs_timestamp"":""{{run_at_iso}}""}}","Qualification call summarizing current process, key pain points, and success criteria."
{{simulationId}},20,975,300,create_deal,deal,deal_{{simulationId}}_20,deal_to_contact|deal_to_company,{{assocId.deal_contact}}|{{assocId.deal_company}},contact_{{simulationId}}_20|company_{{simulationId}}_20,"{""properties"":{""dealname"":"""",""pipeline"":"""",""dealstage"":""appointmentscheduled"",""amount"":"""",""closedate"":"""",""dealtype"":""""}}","Create deal (Deal Create Payload) + associate to contact,company"
{{simulationId}},18,995,400,create_ticket,ticket,ticket_{{simulationId}}_18,ticket_to_contact|ticket_to_company,{{assocId.ticket_contact}}|{{assocId.ticket_company}},contact_{{simulationId}}_18|company_{{simulationId}}_18,"{""properties"":{""subject"":"""",""hs_pipeline"":"""",""hs_pipeline_stage"":""1"",""hs_ticket_priority"":"""",""content"":""""}}","Create ticket (Ticket Create Payload) + associate to contact,company"
{{simulationId}},11,1000,400,update_ticket,ticket,ticket_{{simulationId}}_11,,,,"{""properties"":{""hs_pipeline_stage"":""4""}}",Close ticket [path=won]
{{simulationId}},13,1000,300,update_deal,deal,deal_{{simulationId}}_13,,,,"{""properties"":{""dealstage"":""closedwon"",""closedate"":""{{run_at_iso}}""}}",Close deal → closedwon (set closedate) [path=won]
{{simulationId}},13,1000,300,update_deal,deal,deal_{{simulationId}}_13,,,,"{""properties"":{""dealstage"":""closedlost"",""closedate"":""{{run_at_iso}}""}}",Close deal → closedlost (set closedate) [path=lost]
{{simulationId}},15,1000,300,update_deal,deal,deal_{{simulationId}}_15,,,,"{""properties"":{""dealstage"":""contractsent""}}",Deal stage → contractsent
{{simulationId}},17,1000,300,update_deal,deal,deal_{{simulationId}}_17,,,,"{""properties"":{""dealstage"":""decisionmakerboughtin""}}",Deal stage → decisionmakerboughtin
{{simulationId}},19,1000,300,update_deal,deal,deal_{{simulationId}}_19,,,,"{""properties"":{""dealstage"":""presentationscheduled""}}",Deal stage → presentationscheduled
{{simulationId}},9,1005,500,create_note,note,note_{{simulationId}}_9_5,note_to_contact,{{assocId.note_contact}},contact_{{simulationId}}_9,"{""properties"":{""hs_note_body"":""30\u2011day check\u2011in after a won deal, confirming adoption and outlining a potential expansion. [path=won]"",""hs_timestamp"":""{{run_at_iso}}""}}","30‑day check‑in after a won deal, confirming adoption and outlining a potential expansion. [path=won]"
{{simulationId}},11,1005,500,create_note,note,note_{{simulationId}}_11_4,note_to_contact,{{assocId.note_contact}},contact_{{simulationId}}_11,"{""properties"":{""hs_note_body"":""Post\u2011sale follow\u2011up after a won deal, confirming implementation status and next steps. [path=won]"",""hs_timestamp"":""{{run_at_iso}}""}}","Post‑sale follow‑up after a won deal, confirming implementation status and next steps. [path=won]"
{{simulationId}},15,1005,500,create_note,note,note_{{simulationId}}_15_3,note_to_contact,{{assocId.note_contact}},contact_{{simulationId}}_15,"{""properties"":{""hs_note_body"":""Negotiation discussion covering pricing, risks, and next steps to send the contract."",""hs_timestamp"":""{{run_at_iso}}""}}","Negotiation discussion covering pricing, risks, and next steps to send the contract."
{{simulationId}},19,1005,500,create_note,note,note_{{simulationId}}_19_2,note_to_contact,{{assocId.note_contact}},contact_{{simulationId}}_19,"{""properties"":{""hs_note_body"":""Presentation recap noting strong interest, open questions, and a request for a proposal."",""hs_timestamp"":""{{run_at_iso}}""}}","Presentation recap noting strong interest, open questions, and a request for a proposal."
{{simulationId}},21,1005,200,create_company,company,company_{{simulationId}}_21,,,,"{""properties"":{""name"":"""",""domain"":"""",""phone"":"""",""city"":"""",""state"":"""",""zip"":"""",""country"":"""",""website"":"""",""industry"":"""",""lifecyclestage"":""""}}",Create company (Company Create Payload)
{{simulationId}},21,1005,100,create_contact,contact,contact_{{simulationId}}_21,,,,"{""properties"":{""email"":"""",""firstname"":"""",""lastname"":"""",""phone"":"""",""company"":"""",""website"":"""",""lifecyclestage"":"""",""jobtitle"":""""}}",Create contact (Contact Create Payload)
{{simulationId}},18,1010,400,update_ticket,ticket,ticket_{{simulationId}}_18,,,,"{""properties"":{""hs_pipeline_stage"":""2""}}",Ticket stage → in progress
{{simulationId}},20,1010,300,update_deal,deal,deal_{{simulationId}}_20,,,,"{""properties"":{""dealstage"":""qualifiedtobuy""}}",Deal stage → qualifiedtobuy
{{simulationId}},20,1015,500,create_note,note,note_{{simulationId}}_20_1,note_to_contact,{{assocId.note_contact}},contact_{{simulationId}}_20,"{""properties"":{""hs_note_body"":""Qualification call summarizing current process, key pain points, and success criteria."",""hs_timestamp"":""{{run_at_iso}}""}}","Qualification call summarizing current process, key pain points, and success criteria."
{{simulationId}},21,1025,300,create_deal,deal,deal_{{simulationId}}_21,deal_to_contact|deal_to_company,{{assocId.deal_contact}}|{{assocId.deal_company}},contact_{{simulationId}}_21|company_{{simulationId}}_21,"{""properties"":{""dealname"":"""",""pipeline"":"""",""dealstage"":""appointmentscheduled"",""amount"":"""",""closedate"":"""",""dealtype"":""""}}","Create deal (Deal Create Payload) + associate to contact,company"
{{simulationId}},19,1045,400,create_ticket,ticket,ticket_{{simulationId}}_19,ticket_to_contact|ticket_to_company,{{assocId.ticket_contact}}|{{assocId.ticket_company}},contact_{{simulationId}}_19|company_{{simulationId}}_19,"{""properties"":{""subject"":"""",""hs_pipeline"":"""",""hs_pipeline_stage"":""1"",""hs_ticket_priority"":"""",""content"":""""}}","Create ticket (Ticket Create Payload) + associate to contact,company"
{{simulationId}},12,1050,400,update_ticket,ticket,ticket_{{simulationId}}_12,,,,"{""properties"":{""hs_pipeline_stage"":""4""}}",Close ticket [path=won]
{{simulationId}},14,1050,300,update_deal,deal,deal_{{simulationId}}_14,,,,"{""properties"":{""dealstage"":""closedwon"",""closedate"":""{{run_at_iso}}""}}",Close deal → closedwon (set closedate) [path=won]
{{simulationId}},14,1050,300,update_deal,deal,deal_{{simulationId}}_14,,,,"{""properties"":{""dealstage"":""closedlost"",""closedate"":""{{run_at_iso}}""}}",Close deal → closedlost (set closedate) [path=lost]
{{simulationId}},16,1050,300,update_deal,deal,deal_{{simulationId}}_16,,,,"{""properties"":{""dealstage"":""contractsent""}}",Deal stage → contractsent
{{simulationId}},18,1050,300,update_deal,deal,deal_{{simulationId}}_18,,,,"{""properties"":{""dealstage"":""decisionmakerboughtin""}}",Deal stage → decisionmakerboughtin
{{simulationId}},20,1050,300,update_deal,deal,deal_{{simulationId}}_20,,,,"{""properties"":{""dealstage"":""presentationscheduled""}}",Deal stage → presentationscheduled
{{simulationId}},10,1055,500,create_note,note,note_{{simulationId}}_10_5,note_to_contact,{{assocId.note_contact}},contact_{{simulationId}}_10,"{""properties"":{""hs_note_body"":""30\u2011day check\u2011in after a won deal, confirming adoption and outlining a potential expansion. [path=won]"",""hs_timestamp"":""{{run_at_iso}}""}}","30‑day check‑in after a won deal, confirming adoption and outlining a potential expansion. [path=won]"
{{simulationId}},12,1055,500,create_note,note,note_{{simulationId}}_12_4,note_to_contact,{{assocId.note_contact}},contact_{{simulationId}}_12,"{""properties"":{""hs_note_body"":""Post\u2011sale follow\u2011up after a won deal, confirming implementation status and next steps. [path=won]"",""hs_timestamp"":""{{run_at_iso}}""}}","Post‑sale follow‑up after a won deal, confirming implementation status and next steps. [path=won]"
{{simulationId}},16,1055,500,create_note,note,note_{{simulationId}}_16_3,note_to_contact,{{assocId.note_contact}},contact_{{simulationId}}_16,"{""properties"":{""hs_note_body"":""Negotiation discussion covering pricing, risks, and next steps to send the contract."",""hs_timestamp"":""{{run_at_iso}}""}}","Negotiation discussion covering pricing, risks, and next steps to send the contract."
{{simulationId}},20,1055,500,create_note,note,note_{{simulationId}}_20_2,note_to_contact,{{assocId.note_contact}},contact_{{simulationId}}_20,"{""properties"":{""hs_note_body"":""Presentation recap noting strong interest, open questions, and a request for a proposal."",""hs_timestamp"":""{{run_at_iso}}""}}","Presentation recap noting strong interest, open questions, and a request for a proposal."
{{simulationId}},22,1055,200,create_company,company,company_{{simulationId}}_22,,,,"{""properties"":{""name"":"""",""domain"":"""",""phone"":"""",""city"":"""",""state"":"""",""zip"":"""",""country"":"""",""website"":"""",""industry"":"""",""lifecyclestage"":""""}}",Create company (Company Create Payload)
{{simulationId}},22,1055,100,create_contact,contact,contact_{{simulationId}}_22,,,,"{""properties"":{""email"":"""",""firstname"":"""",""lastname"":"""",""phone"":"""",""company"":"""",""website"":"""",""lifecyclestage"":"""",""jobtitle"":""""}}",Create contact (Contact Create Payload)
{{simulationId}},19,1060,400,update_ticket,ticket,ticket_{{simulationId}}_19,,,,"{""properties"":{""hs_pipeline_stage"":""2""}}",Ticket stage → in progress
{{simulationId}},21,1060,300,update_deal,deal,deal_{{simulationId}}_21,,,,"{""properties"":{""dealstage"":""qualifiedtobuy""}}",Deal stage → qualifiedtobuy
{{simulationId}},21,1065,500,create_note,note,note_{{simulationId}}_21_1,note_to_contact,{{assocId.note_contact}},contact_{{simulationId}}_21,"{""properties"":{""hs_note_body"":""Qualification call summarizing current process, key pain points, and success criteria."",""hs_timestamp"":""{{run_at_iso}}""}}","Qualification call summarizing current process, key pain points, and success criteria."
{{simulationId}},22,1075,300,create_deal,deal,deal_{{simulationId}}_22,deal_to_contact|deal_to_company,{{assocId.deal_contact}}|{{assocId.deal_company}},contact_{{simulationId}}_22|company_{{simulationId}}_22,"{""properties"":{""dealname"":"""",""pipeline"":"""",""dealstage"":""appointmentscheduled"",""amount"":"""",""closedate"":"""",""dealtype"":""""}}","Create deal (Deal Create Payload) + associate to contact,company"
{{simulationId}},20,1095,400,create_ticket,ticket,ticket_{{simulationId}}_20,ticket_to_contact|ticket_to_company,{{assocId.ticket_contact}}|{{assocId.ticket_company}},contact_{{simulationId}}_20|company_{{simulationId}}_20,"{""properties"":{""subject"":"""",""hs_pipeline"":"""",""hs_pipeline_stage"":""1"",""hs_ticket_priority"":"""",""content"":""""}}","Create ticket (Ticket Create Payload) + associate to contact,company"
{{simulationId}},13,1100,400,update_ticket,ticket,ticket_{{simulationId}}_13,,,,"{""properties"":{""hs_pipeline_stage"":""4""}}",Close ticket [path=won]
{{simulationId}},15,1100,300,update_deal,deal,deal_{{simulationId}}_15,,,,"{""properties"":{""dealstage"":""closedwon"",""closedate"":""{{run_at_iso}}""}}",Close deal → closedwon (set closedate) [path=won]
{{simulationId}},15,1100,300,update_deal,deal,deal_{{simulationId}}_15,,,,"{""properties"":{""dealstage"":""closedlost"",""closedate"":""{{run_at_iso}}""}}",Close deal → closedlost (set closedate) [path=lost]
{{simulationId}},17,1100,300,update_deal,deal,deal_{{simulationId}}_17,,,,"{""properties"":{""dealstage"":""contractsent""}}",Deal stage → contractsent
{{simulationId}},19,1100,300,update_deal,deal,deal_{{simulationId}}_19,,,,"{""properties"":{""dealstage"":""decisionmakerboughtin""}}",Deal stage → decisionmakerboughtin
{{simulationId}},21,1100,300,update_deal,deal,deal_{{simulationId}}_21,,,,"{""properties"":{""dealstage"":""presentationscheduled""}}",Deal stage → presentationscheduled
{{simulationId}},11,1105,500,create_note,note,note_{{simulationId}}_11_5,note_to_contact,{{assocId.note_contact}},contact_{{simulationId}}_11,"{""properties"":{""hs_note_body"":""30\u2011day check\u2011in after a won deal, confirming adoption and outlining a potential expansion. [path=won]"",""hs_timestamp"":""{{run_at_iso}}""}}","30‑day check‑in after a won deal, confirming adoption and outlining a potential expansion. [path=won]"
{{simulationId}},13,1105,500,create_note,note,note_{{simulationId}}_13_4,note_to_contact,{{assocId.note_contact}},contact_{{simulationId}}_13,"{""properties"":{""hs_note_body"":""Post\u2011sale follow\u2011up after a won deal, confirming implementation status and next steps. [path=won]"",""hs_timestamp"":""{{run_at_iso}}""}}","Post‑sale follow‑up after a won deal, confirming implementation status and next steps. [path=won]"
{{simulationId}},17,1105,500,create_note,note,note_{{simulationId}}_17_3,note_to_contact,{{assocId.note_contact}},contact_{{simulationId}}_17,"{""properties"":{""hs_note_body"":""Negotiation discussion covering pricing, risks, and next steps to send the contract."",""hs_timestamp"":""{{run_at_iso}}""}}","Negotiation discussion covering pricing, risks, and next steps to send the contract."
{{simulationId}},21,1105,500,create_note,note,note_{{simulationId}}_21_2,note_to_contact,{{assocId.note_contact}},contact_{{simulationId}}_21,"{""properties"":{""hs_note_body"":""Presentation recap noting strong interest, open questions, and a request for a proposal."",""hs_timestamp"":""{{run_at_iso}}""}}","Presentation recap noting strong interest, open questions, and a request for a proposal."
{{simulationId}},23,1105,200,create_company,company,company_{{simulationId}}_23,,,,"{""properties"":{""name"":"""",""domain"":"""",""phone"":"""",""city"":"""",""state"":"""",""zip"":"""",""country"":"""",""website"":"""",""industry"":"""",""lifecyclestage"":""""}}",Create company (Company Create Payload)
{{simulationId}},23,1105,100,create_contact,contact,contact_{{simulationId}}_23,,,,"{""properties"":{""email"":"""",""firstname"":"""",""lastname"":"""",""phone"":"""",""company"":"""",""website"":"""",""lifecyclestage"":"""",""jobtitle"":""""}}",Create contact (Contact Create Payload)
{{simulationId}},20,1110,400,update_ticket,ticket,ticket_{{simulationId}}_20,,,,"{""properties"":{""hs_pipeline_stage"":""2""}}",Ticket stage → in progress
{{simulationId}},22,1110,300,update_deal,deal,deal_{{simulationId}}_22,,,,"{""properties"":{""dealstage"":""qualifiedtobuy""}}",Deal stage → qualifiedtobuy
{{simulationId}},22,1115,500,create_note,note,note_{{simulationId}}_22_1,note_to_contact,{{assocId.note_contact}},contact_{{simulationId}}_22,"{""properties"":{""hs_note_body"":""Qualification call summarizing current process, key pain points, and success criteria."",""hs_timestamp"":""{{run_at_iso}}""}}","Qualification call summarizing current process, key pain points, and success criteria."
